,left_side,right_side,similairity
3791,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8197680513658546
3792,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8192826665003611
3794,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.8952438574909453
3795,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8931696003877373
3796,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8807473466952374
3797,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8766563088157879
3798,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8607593769242273
3799,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8600675274517366
3800,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8598243836822234
3801,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE",0.8547291016591283
3802,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8443920299159127
3804,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8931696003877373
3805,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.8911464418637516
3806,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8767162797275486
3807,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8726439660006284
3808,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8616073133741887
3809,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8591309321325108
3810,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8405273565423896
3811,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8217724175896779
3812,"BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8182404701913338
3814,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.9020124469648311
3815,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8950150388327889
3816,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.881885572752191
3817,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8807473466952374
3818,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.8787523263752768
3819,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8767162797275486
3820,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8749029769077108
3821,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8747811218565978
3822,"BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8392168567430723
3824,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8891092086016263
3825,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8882478140315362
3826,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8870083612531001
3827,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8864191894258125
3828,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.885297627039918
3829,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8541928520633821
3830,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8531271644448621
3831,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8513507597656614
3832,"BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.8507520206627653
3834,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8881969579274112
3835,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8880073369769342
3836,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8870083612531001
3837,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8850579486951656
3838,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE",0.8819744615021446
3839,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8600675274517366
3840,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8572192884780763
3841,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8539615947747277
3842,"BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8528961956718846
3844,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8960513287779219
3845,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8882478140315362
3846,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8880073369769342
3847,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.886294676082986
3848,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8616073133741887
3849,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8551548699653085
3850,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.854087982137065
3851,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.8517101633959904
3852,"BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8504230622390976
3854,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.886294676082986
3855,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.885297627039918
3856,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8850579486951656
3857,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8791345015751019
3858,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8747811218565978
3859,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8595181098182774
3860,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8527126151290481
3861,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8523145964140122
3862,"BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8512512520997996
3864,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8960513287779219
3865,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8894952421994406
3866,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.8870188480793567
3867,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8591309321325108
3868,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.852697033958302
3869,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8513507597656614
3870,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8511202719221701
3871,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8494787534965113
3872,"BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8479788261165285
3874,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8933584931802002
3875,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8894952421994406
3876,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.8888696767938359
3877,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8624745013403404
3878,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8544762477355714
3879,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.854087982137065
3880,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8531271644448621
3881,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8528961956718846
3882,"BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8512512520997996
3884,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8888696767938359
3885,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8870188480793567
3886,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.863342643228889
3887,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8520973480458879
3888,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8517101633959904
3889,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8507520206627653
3890,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8505216949170735
3891,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8488813309406924
3892,"BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8473824584316471
3894,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.9038962743935421
3895,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.8874721870161411
3896,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8861490410466277
3897,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8551548699653085
3898,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8544762477355714
3899,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8541928520633821
3900,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8539615947747277
3901,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.852697033958302
3902,"BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8523145964140122
3904,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8933584931802002
3905,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8861490410466277
3906,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8587735946099331
3907,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 304, TULSA IA AIR NATIONAL GUARD BASE",0.8504230622390976
3908,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8494663674475244
3909,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8492363897692226
3910,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 314, TULSA IA AIR NATIONAL GUARD BASE",0.8479788261165285
3911,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8475985047046389
3912,"BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.8473824584316471
3914,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8891092086016263
3915,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8838387924067035
3916,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8835337609327593
3917,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8831486868325337
3918,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8830415790648515
3919,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8799135932374039
3920,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8797609920651488
3921,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8575660512407165
3922,"BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8396103939079038
3924,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 302, TULSA IA AIR NATIONAL GUARD BASE",0.8881969579274112
3925,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8861995719034574
3926,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8860920941261781
3927,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8835337609327593
3928,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8829533025019207
3929,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8828001741606337
3930,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 602, TULSA IA AIR NATIONAL GUARD BASE",0.8826839331964755
3931,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8607593769242273
3932,"BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.860528559708509
3934,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 603, TULSA IA AIR NATIONAL GUARD BASE",0.8844251957827028
3935,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8829533025019207
3936,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8825684813852458
3937,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8824614439845485
3938,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8799135932374039
3939,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8791830122441765
3940,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8570026529118079
3941,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8390587919733613
3942,"BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8349038628685835
3944,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8860920941261781
3945,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8857059050172276
3946,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8830415790648515
3947,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8824614439845485
3948,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8823084009450304
3949,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8624745013403404
3950,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8600491931323431
3951,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 326, TULSA IA AIR NATIONAL GUARD BASE",0.8587735946099331
3952,"BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8420415439502134
3954,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8828001741606337
3955,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8824154197825046
3956,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8823084009450304
3957,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8797609920651488
3958,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8791830122441765
3959,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8568540251255516
3960,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8389132761451823
3961,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8347590676191708
3962,"BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8308816435444256
3964,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.8861995719034574
3965,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8857059050172276
3966,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8831486868325337
3967,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8825684813852458
3968,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 407, TULSA IA AIR NATIONAL GUARD BASE",0.8824154197825046
3969,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 318, TULSA IA AIR NATIONAL GUARD BASE",0.863342643228889
3970,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8601535120583792
3971,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.842143678653954
3972,"BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8379734735213492
3974,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8862743080261216
3975,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.881885572752191
3976,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 402, TULSA IA AIR NATIONAL GUARD BASE",0.860528559708509
3977,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 408, TULSA IA AIR NATIONAL GUARD BASE",0.8601535120583792
3978,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8600491931323431
3979,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.8596378387659963
3980,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8595181098182774
3981,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8575660512407165
3982,"BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 403, TULSA IA AIR NATIONAL GUARD BASE",0.8570026529118079
3984,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 535, TULSA IA AIR NATIONAL GUARD BASE",0.921748573176056
3985,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.9020124469648311
3986,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8862743080261216
3987,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8841514591971976
3988,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE",0.8793970531475719
3989,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 305, TULSA IA AIR NATIONAL GUARD BASE",0.8791345015751019
3990,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8580707830469295
3991,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8443920299159127
3992,"BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8433932496170045
3994,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 301, TULSA IA AIR NATIONAL GUARD BASE",0.8864191894258125
3995,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 401, TULSA IA AIR NATIONAL GUARD BASE",0.8838387924067035
3996,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8793970531475719
3997,"BUILDING 501, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 532, TULSA IA AIR NATIONAL GUARD BASE",0.8542549371771663
