,left_side,right_side,similairity
747,DEEDS HOME/MARLIN FUNERAL HOME,MARLIN FUNERAL HOME,0.8067837908860263
889,MARLIN FUNERAL HOME,DEEDS HOME/MARLIN FUNERAL HOME,0.8067837908860263
980,545 EAST MARSHALL STREET ,545 EAST MARSHALL STREET,0.9777493955411318
981,545 EAST MARSHALL STREET ,1515 EAST MARSHALL STREET,0.819193106973058
1017,COMMERCIAL ,COMMERCIAL,0.938715645465088
1018,COMMERCIAL ,COMMERCIAL,0.938715645465088
1019,COMMERCIAL ,COMMERCIAL,0.938715645465088
1020,COMMERCIAL ,COMMERCIAL,0.938715645465088
1021,COMMERCIAL ,COMMERCIAL,0.938715645465088
1175,411 S FIFTY-NINTH W AVE,431 S FIFTY-NINTH W AVE,0.8163483540775146
1176,411 S FIFTY-NINTH W AVE,921 S FIFTY-NINTH W AVE,0.8049957058883274
1179,411 S FIFTY-NINTH W AVE,431 S FIFTY-NINTH W AVE,0.8163483540775146
1180,411 S FIFTY-NINTH W AVE,921 S FIFTY-NINTH W AVE,0.8049957058883274
1183,813 S FIFTY-NINTH W AVE,823 S FIFTY-NINTH W AVE,0.8124045242609284
1184,813 S FIFTY-NINTH W AVE,423 S FIFTY-NINTH W AVE,0.809775520914417
1185,813 S FIFTY-NINTH W AVE,923 S FIFTY-NINTH W AVE,0.806316746334682
1186,813 S FIFTY-NINTH W AVE,403 S FIFTY-NINTH W AVE,0.8033109291036651
1189,813 S FIFTY-NINTH W AVE,823 S FIFTY-NINTH W AVE,0.8124045242609284
1190,813 S FIFTY-NINTH W AVE,423 S FIFTY-NINTH W AVE,0.809775520914417
1191,813 S FIFTY-NINTH W AVE,923 S FIFTY-NINTH W AVE,0.806316746334682
1192,813 S FIFTY-NINTH W AVE,403 S FIFTY-NINTH W AVE,0.8033109291036651
1198,524 S FIFTY-SEVENTH W AVE,1124 S FIFTY-SEVENTH W AVE,0.8643561459405472
1199,524 S FIFTY-SEVENTH W AVE,504 S FIFTY-SEVENTH W AVE,0.8074482494426811
1200,524 S FIFTY-SEVENTH W AVE,414 S FIFTY-SEVENTH W AVE,0.8018637410125304
1581,COLEELA ABBOTT,COOLEELA ABBOTT,0.8900470152645846
1595,545 EAST MARSHALL STREET,545 EAST MARSHALL STREET ,0.9777493955411318
1596,545 EAST MARSHALL STREET,1515 EAST MARSHALL STREET,0.8378354522220679
1674,COOLEELA ABBOTT,COLEELA ABBOTT,0.8900470152645846
1696,1708 NORTH ATLANTA AVENUE,1708 NORTH ATLANTA COURT,0.813535191363085
1698,1708 NORTH ATLANTA COURT,1708 NORTH ATLANTA AVENUE,0.813535191363085
1720,JOHN N. REESE JR U.S. ARMY RESERVE CENTER MAINTENANCE SHOP,JOHN N. REESE JR U.S. ARMY RESERVE CENTER,0.8591466208373673
1722,JOHN N. REESE JR U.S. ARMY RESERVE CENTER,JOHN N. REESE JR U.S. ARMY RESERVE CENTER MAINTENANCE SHOP,0.8591466208373673
1848,  116 NORTH MAYBELLE AVENUE,  126 NORTH MAYBELLE AVENUE,0.810557098930161
1850,  120 NORTH MAYBELLE AVENUE,  122 NORTH MAYBELLE AVENUE,0.8328423770525943
1851,  120 NORTH MAYBELLE AVENUE,  126 NORTH MAYBELLE AVENUE,0.8252174967820273
1853,  122 NORTH MAYBELLE AVENUE,  120 NORTH MAYBELLE AVENUE,0.8328423770525943
1854,  122 NORTH MAYBELLE AVENUE,  126 NORTH MAYBELLE AVENUE,0.8204128258229992
1856,  126 NORTH MAYBELLE AVENUE,  120 NORTH MAYBELLE AVENUE,0.8252174967820273
1857,  126 NORTH MAYBELLE AVENUE,  122 NORTH MAYBELLE AVENUE,0.8204128258229992
1858,  126 NORTH MAYBELLE AVENUE,  116 NORTH MAYBELLE AVENUE,0.810557098930161
1911, 215 NORTH 31ST WEST AVE, 5 NORTH 31ST WEST AVE,0.8415008645025557
1948, 416 S FIFTY-EIGHTH W AVE,416 S FIFTY-EIGHTH W AVE,0.956109272667249
1956, 5 NORTH 31ST WEST AVE, 215 NORTH 31ST WEST AVE,0.8415008645025557
1960, 5037 W ADMIRAL BOULEVARD,5037 WEST ADMIRAL BOULEVARD,0.8929349190339853
2005,102 SOUTH ZUNIS AVENUE,6 SOUTH ZUNIS AVENUE,0.8635177011707155
2007,1020 EAST INDEPENDENCE STREET,1030 EAST INDEPENDENCE STREET,0.8449778601555221
2008,1020 EAST INDEPENDENCE STREET,1619 EAST INDEPENDENCE STREET,0.815410733076152
2010,1023 EAST HASKELL PLACE,1027 EAST HASKELL PLACE,0.8063249819883478
2012,1027 EAST HASKELL PLACE,1023 EAST HASKELL PLACE,0.8063249819883478
2017,1030 EAST INDEPENDENCE STREET,1020 EAST INDEPENDENCE STREET,0.8449778601555221
2018,1030 EAST INDEPENDENCE STREET,1619 EAST INDEPENDENCE STREET,0.8048212267391677
2032,1106 S FIFTY-EIGHTH W AVE,406 S FIFTY-EIGHTH W AVE,0.8462163330624671
2034,1106 S FIFTY-SEVENTH W AVE,406 S FIFTY-SEVENTH W AVE,0.8527435422407798
2040,111 SOUTH YORKTOWN AVENUE,14 SOUTH YORKTOWN AVENUE,0.8624078754480834
2041,111 SOUTH YORKTOWN AVENUE,352 SOUTH YORKTOWN AVENUE,0.8226067779879371
2044,1110 S FIFTY-SEVENTH W AVE,410 S FIFTY-SEVENTH W AVE,0.8651544216008425
2045,1110 S FIFTY-SEVENTH W AVE,1111 S FIFTY-SEVENTH W AVE,0.8050164029334095
2047,1111 S FIFTY-EIGHTH W AVE,1119 S FIFTY-EIGHTH W AVE,0.8003558257629244
2049,1111 S FIFTY-SEVENTH W AVE,1110 S FIFTY-SEVENTH W AVE,0.8050164029334095
2053,1114 S FIFTY-SEVENTH W AVE,414 S FIFTY-SEVENTH W AVE,0.861815289647526
2056,1118 S FIFTY-EIGHTH W AVE,418 S FIFTY-EIGHTH W AVE,0.8496997876406086
2058,1119 S FIFTY-EIGHTH W AVE,1111 S FIFTY-EIGHTH W AVE,0.8003558257629244
2060,1120 S FIFTY-SEVENTH W AVE,410 S FIFTY-SEVENTH W AVE,0.8011549433023462
2066,1122 S FIFTY-EIGHTH W AVE,422 S FIFTY-EIGHTH W AVE,0.8545798001981642
2067,1122 S FIFTY-EIGHTH W AVE,412 S FIFTY-EIGHTH W AVE,0.8007545705810772
2072,1124 S FIFTY-SEVENTH W AVE,524 S FIFTY-SEVENTH W AVE,0.8643561459405472
2075,1126 S FIFTY-EIGHTH W AVE,426 S FIFTY-EIGHTH W AVE,0.8489192372701632
2078,1128 S FIFTY-SEVENTH W AVE,528 S FIFTY-SEVENTH W AVE,0.8589412149978322
2082,1130 S FIFTY-EIGHTH W AVE,430 S FIFTY-EIGHTH W AVE,0.8509554291603699
2083,1130 S FIFTY-EIGHTH W AVE,830 S FIFTY-EIGHTH W AVE,0.8457067273843147
2087,1132 S FIFTY-SEVENTH W AVE,532 S FIFTY-SEVENTH W AVE,0.8576808184150702
2105,115 SOUTH GILLETTE AVENUE,20 SOUTH GILLETTE AVENUE,0.8588016823049537
2106,115 SOUTH GILLETTE AVENUE,408 SOUTH GILLETTE AVENUE,0.8178801581288198
2107,115 SOUTH GILLETTE AVENUE,207 SOUTH GILLETTE AVENUE,0.8175541466290703
2108,115 SOUTH GILLETTE AVENUE,504 SOUTH GILLETTE AVENUE,0.8138496479833
2131,1216 SOUTH FRANKFORT AVENUE,1218 SOUTH FRANKFORT AVENUE,0.8304611349491882
2133,1218 SOUTH FRANKFORT AVENUE,1216 SOUTH FRANKFORT AVENUE,0.8304611349491882
2160,1332 NORTH MAIN STREET (GARAGE ONLY),2635 NORTH MAIN STREET (GARAGE ONLY),0.8272440866037633
2163,14 SOUTH OLYMPIA AVENUE,15 SOUTH OLYMPIA AVENUE,0.8875285471661506
2165,14 SOUTH YORKTOWN AVENUE,111 SOUTH YORKTOWN AVENUE,0.8624078754480834
2166,14 SOUTH YORKTOWN AVENUE,352 SOUTH YORKTOWN AVENUE,0.8424601281648074
2190,15 SOUTH OLYMPIA AVENUE,14 SOUTH OLYMPIA AVENUE,0.8875285471661506
2195,1515 EAST MARSHALL STREET,545 EAST MARSHALL STREET,0.8378354522220679
2196,1515 EAST MARSHALL STREET,545 EAST MARSHALL STREET ,0.819193106973058
2198,1520 NORTH CHEYENNE AVENUE,1528 NORTH CHEYENNE AVENUE,0.8006025572102916
2203,1528 NORTH CHEYENNE AVENUE,1520 NORTH CHEYENNE AVENUE,0.8006025572102916
2214,1619 EAST INDEPENDENCE STREET,1020 EAST INDEPENDENCE STREET,0.815410733076152
2215,1619 EAST INDEPENDENCE STREET,1030 EAST INDEPENDENCE STREET,0.8048212267391677
2220,1628 NORTH NORFOLK AVENUE,1828 NORTH NORFOLK AVENUE,0.8354539674272707
2237,1827 NORTH NORFOLK AVENUE,1828 NORTH NORFOLK AVENUE,0.8102007164232744
2239,1828 NORTH NORFOLK AVENUE,1628 NORTH NORFOLK AVENUE,0.8354539674272707
2240,1828 NORTH NORFOLK AVENUE,1827 NORTH NORFOLK AVENUE,0.8102007164232744
2251,20 SOUTH GILLETTE AVENUE,115 SOUTH GILLETTE AVENUE,0.8588016823049537
2252,20 SOUTH GILLETTE AVENUE,408 SOUTH GILLETTE AVENUE,0.8488266853170702
2253,20 SOUTH GILLETTE AVENUE,207 SOUTH GILLETTE AVENUE,0.8484883383624984
2254,20 SOUTH GILLETTE AVENUE,504 SOUTH GILLETTE AVENUE,0.8446436708094366
2267,207 SOUTH GILLETTE AVENUE,20 SOUTH GILLETTE AVENUE,0.8484883383624984
2268,207 SOUTH GILLETTE AVENUE,115 SOUTH GILLETTE AVENUE,0.8175541466290703
2269,207 SOUTH GILLETTE AVENUE,408 SOUTH GILLETTE AVENUE,0.8080582405100125
2270,207 SOUTH GILLETTE AVENUE,504 SOUTH GILLETTE AVENUE,0.8040761327352042
2277,2112 NORTH OWASSO AVENUE,2115 NORTH OWASSO AVENUE,0.8354186991922665
2279,2115 NORTH OWASSO AVENUE,2112 NORTH OWASSO AVENUE,0.8354186991922665
2281,2116 NORTH CINCINNATI AVENUE,2412 NORTH CINCINNATI AVE,0.8018959785616525
2294,218 EAST SEMINOLE PLACE,429 EAST SEMINOLE PLACE,0.8029054092247767
2295,218 EAST SEMINOLE PLACE,753 EAST SEMINOLE PLACE,0.8024118617321978
2299,2204 S FIFTY-SEVENTH W AVE,504 S FIFTY-SEVENTH W AVE,0.8430307608742864
2303,2212 S FIFTY-SEVENTH W AVE,512 S FIFTY-SEVENTH W AVE,0.8478638820255266
2324,2412 NORTH CINCINNATI AVE,2116 NORTH CINCINNATI AVENUE,0.8018959785616525
2351,2635 NORTH MAIN STREET (GARAGE ONLY),1332 NORTH MAIN STREET (GARAGE ONLY),0.8272440866037633
2361,2805 NORTH KENOSHA AVENUE,3145 NORTH KENOSHA AVENUE,0.8066615928247178
2376,3145 NORTH KENOSHA AVENUE,2805 NORTH KENOSHA AVENUE,0.8066615928247178
2390,352 SOUTH YORKTOWN AVENUE,14 SOUTH YORKTOWN AVENUE,0.8424601281648074
2391,352 SOUTH YORKTOWN AVENUE,111 SOUTH YORKTOWN AVENUE,0.8226067779879371
2393,356 SOUTH ZUNIS AVENUE,6 SOUTH ZUNIS AVENUE,0.9020756743649762
2410,403 S FIFTY-NINTH W AVE,823 S FIFTY-NINTH W AVE,0.803694401370991
2411,403 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.8033109291036651
2412,403 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.8033109291036651
2413,403 S FIFTY-NINTH W AVE,423 S FIFTY-NINTH W AVE,0.8010935846501597
2415,405 S FIFTY-EIGHTH W AVE,425 S FIFTY-EIGHTH W AVE,0.806811495544839
2417,406 S FIFTY-EIGHTH W AVE,1106 S FIFTY-EIGHTH W AVE,0.8462163330624671
2418,406 S FIFTY-EIGHTH W AVE,416 S FIFTY-EIGHTH W AVE,0.8180195523604935
2420,406 S FIFTY-SEVENTH W AVE,1106 S FIFTY-SEVENTH W AVE,0.8527435422407798
2421,406 S FIFTY-SEVENTH W AVE,416 S FIFTY-SEVENTH W AVE,0.8261768553621127
2425,408 SOUTH GILLETTE AVENUE,20 SOUTH GILLETTE AVENUE,0.8488266853170702
2426,408 SOUTH GILLETTE AVENUE,115 SOUTH GILLETTE AVENUE,0.8178801581288198
2427,408 SOUTH GILLETTE AVENUE,207 SOUTH GILLETTE AVENUE,0.8080582405100125
2428,408 SOUTH GILLETTE AVENUE,504 SOUTH GILLETTE AVENUE,0.8043967696826481
2431,410 S FIFTY-SEVENTH W AVE,1110 S FIFTY-SEVENTH W AVE,0.8651544216008425
2432,410 S FIFTY-SEVENTH W AVE,1120 S FIFTY-SEVENTH W AVE,0.8011549433023462
2435,412 S FIFTY-EIGHTH W AVE,812 S FIFTY-EIGHTH W AVE,0.89121745772019
2436,412 S FIFTY-EIGHTH W AVE,422 S FIFTY-EIGHTH W AVE,0.8192770179653217
2437,412 S FIFTY-EIGHTH W AVE,1122 S FIFTY-EIGHTH W AVE,0.8007545705810772
2441,413 S FIFTY-EIGHTH W AVE,433 S FIFTY-EIGHTH W AVE,0.8040648927974584
2445,414 S FIFTY-SEVENTH W AVE,1114 S FIFTY-SEVENTH W AVE,0.861815289647526
2446,414 S FIFTY-SEVENTH W AVE,524 S FIFTY-SEVENTH W AVE,0.8018637410125304
2447,414 S FIFTY-SEVENTH W AVE,504 S FIFTY-SEVENTH W AVE,0.8012223009667436
2449,415 S FIFTY-NINTH W AVE,435 S FIFTY-NINTH W AVE,0.8082819242481317
2451,416 S FIFTY-EIGHTH W AVE, 416 S FIFTY-EIGHTH W AVE,0.956109272667249
2452,416 S FIFTY-EIGHTH W AVE,406 S FIFTY-EIGHTH W AVE,0.8180195523604935
2453,416 S FIFTY-EIGHTH W AVE,426 S FIFTY-EIGHTH W AVE,0.8081741296590078
2454,416 S FIFTY-EIGHTH W AVE,436 S FIFTY-EIGHTH W AVE,0.8023379312897585
2456,416 S FIFTY-NINTH W AVE,426 S FIFTY-NINTH W AVE,0.8074118680668919
2458,416 S FIFTY-SEVENTH W AVE,406 S FIFTY-SEVENTH W AVE,0.8261768553621127
2463,418 S FIFTY-EIGHTH W AVE,1118 S FIFTY-EIGHTH W AVE,0.8496997876406086
2465,419 S FIFTY-NINTH W AVE,439 S FIFTY-NINTH W AVE,0.8052218584065642
2471,422 S FIFTY-EIGHTH W AVE,1122 S FIFTY-EIGHTH W AVE,0.8545798001981642
2472,422 S FIFTY-EIGHTH W AVE,412 S FIFTY-EIGHTH W AVE,0.8192770179653217
2473,422 S FIFTY-EIGHTH W AVE,812 S FIFTY-EIGHTH W AVE,0.8015458094901633
2476,423 S FIFTY-NINTH W AVE,823 S FIFTY-NINTH W AVE,0.8842438673873058
2477,423 S FIFTY-NINTH W AVE,923 S FIFTY-NINTH W AVE,0.877617759165916
2478,423 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.809775520914417
2479,423 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.809775520914417
2480,423 S FIFTY-NINTH W AVE,403 S FIFTY-NINTH W AVE,0.8010935846501597
2483,425 S FIFTY-EIGHTH W AVE,405 S FIFTY-EIGHTH W AVE,0.806811495544839
2486,426 S FIFTY-EIGHTH W AVE,1126 S FIFTY-EIGHTH W AVE,0.8489192372701632
2487,426 S FIFTY-EIGHTH W AVE,416 S FIFTY-EIGHTH W AVE,0.8081741296590078
2489,426 S FIFTY-NINTH W AVE,416 S FIFTY-NINTH W AVE,0.8074118680668919
2492,429 EAST SEMINOLE PLACE,218 EAST SEMINOLE PLACE,0.8029054092247767
2496,430 S FIFTY-EIGHTH W AVE,830 S FIFTY-EIGHTH W AVE,0.8691758848397895
2497,430 S FIFTY-EIGHTH W AVE,1130 S FIFTY-EIGHTH W AVE,0.8509554291603699
2499,430 S FIFTY-NINTH W AVE,920 S FIFTY-NINTH W AVE,0.8000052818995763
2501,431 S FIFTY-NINTH W AVE,411 S FIFTY-NINTH W AVE,0.8163483540775146
2502,431 S FIFTY-NINTH W AVE,411 S FIFTY-NINTH W AVE,0.8163483540775146
2503,431 S FIFTY-NINTH W AVE,921 S FIFTY-NINTH W AVE,0.8008723751022261
2505,433 S FIFTY-EIGHTH W AVE,413 S FIFTY-EIGHTH W AVE,0.8040648927974584
2509,435 S FIFTY-NINTH W AVE,415 S FIFTY-NINTH W AVE,0.8082819242481317
2511,4355 NORTH FRANKFORT PLACE,4955 NORTH FRANKFORT PLACE,0.8415335286630254
2513,436 S FIFTY-EIGHTH W AVE,416 S FIFTY-EIGHTH W AVE,0.8023379312897585
2517,439 S FIFTY-NINTH W AVE,419 S FIFTY-NINTH W AVE,0.8052218584065642
2534,4823 SOUTH 35TH WEST AVENUE,4827 SOUTH 35TH WEST AVENUE,0.8205715857413993
2536,4827 SOUTH 35TH WEST AVENUE,4823 SOUTH 35TH WEST AVENUE,0.8205715857413993
2540,4955 NORTH FRANKFORT PLACE,4355 NORTH FRANKFORT PLACE,0.8415335286630254
2545,5037 WEST ADMIRAL BOULEVARD, 5037 W ADMIRAL BOULEVARD,0.8929349190339853
2547,504 S FIFTY-SEVENTH W AVE,2204 S FIFTY-SEVENTH W AVE,0.8430307608742864
2548,504 S FIFTY-SEVENTH W AVE,524 S FIFTY-SEVENTH W AVE,0.8074482494426811
2549,504 S FIFTY-SEVENTH W AVE,414 S FIFTY-SEVENTH W AVE,0.8012223009667436
2551,504 SOUTH GILLETTE AVENUE,20 SOUTH GILLETTE AVENUE,0.8446436708094366
2552,504 SOUTH GILLETTE AVENUE,115 SOUTH GILLETTE AVENUE,0.8138496479833
2553,504 SOUTH GILLETTE AVENUE,408 SOUTH GILLETTE AVENUE,0.8043967696826481
2554,504 SOUTH GILLETTE AVENUE,207 SOUTH GILLETTE AVENUE,0.8040761327352042
2559,512 S FIFTY-SEVENTH W AVE,2212 S FIFTY-SEVENTH W AVE,0.8478638820255266
2560,512 S FIFTY-SEVENTH W AVE,532 S FIFTY-SEVENTH W AVE,0.8220567359060652
2568,523 EAST TECUMSEH STREET,703 EAST TECUMSEH STREET ,0.8546171809200342
2569,523 EAST TECUMSEH STREET,754 EAST TECUMSEH STREET,0.8027385915621271
2572,528 S FIFTY-SEVENTH W AVE,1128 S FIFTY-SEVENTH W AVE,0.8589412149978322
2574,532 S FIFTY-SEVENTH W AVE,1132 S FIFTY-SEVENTH W AVE,0.8576808184150702
2575,532 S FIFTY-SEVENTH W AVE,512 S FIFTY-SEVENTH W AVE,0.8220567359060652
2693,6 SOUTH ZUNIS AVENUE,356 SOUTH ZUNIS AVENUE,0.9020756743649762
2694,6 SOUTH ZUNIS AVENUE,102 SOUTH ZUNIS AVENUE,0.8635177011707155
2714,703 EAST TECUMSEH STREET ,523 EAST TECUMSEH STREET,0.8546171809200342
2717,719 NORTH ROCKFORD AVENUE,923 NORTH ROCKFORD AVENUE,0.8155128658828216
2720,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2721,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2722,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2723,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2724,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2725,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2726,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2727,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
2728,73-19 SCATTEED SITE HOUSES,73-19 SCATTERED SITE HOUSES,0.8529668562772403
3181,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3182,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3183,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3184,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3185,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3186,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3187,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3188,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3189,73-19 SCATTERED SITE OUSES,73-19 SCATTERED SITE HOUSES,0.8582472322222956
3191,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3192,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3193,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3194,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3195,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3196,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3197,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3198,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3199,73-19 SCATTRED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8415687623777055
3209,753 EAST SEMINOLE PLACE,218 EAST SEMINOLE PLACE,0.8024118617321978
3211,754 EAST TECUMSEH STREET,523 EAST TECUMSEH STREET,0.8027385915621271
3218,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3219,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3220,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3221,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3222,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3223,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3224,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3225,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3226,79-19 SCATTERED SITE HOUSE,73-19 SCATTERED SITE HOUSES,0.8300698857392453
3232,812 S FIFTY-EIGHTH W AVE,412 S FIFTY-EIGHTH W AVE,0.89121745772019
3233,812 S FIFTY-EIGHTH W AVE,422 S FIFTY-EIGHTH W AVE,0.8015458094901633
3236,823 S FIFTY-NINTH W AVE,423 S FIFTY-NINTH W AVE,0.8842438673873058
3237,823 S FIFTY-NINTH W AVE,923 S FIFTY-NINTH W AVE,0.880467017961983
3238,823 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.8124045242609284
3239,823 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.8124045242609284
3240,823 S FIFTY-NINTH W AVE,403 S FIFTY-NINTH W AVE,0.803694401370991
3242,830 S FIFTY-EIGHTH W AVE,430 S FIFTY-EIGHTH W AVE,0.8691758848397895
3243,830 S FIFTY-EIGHTH W AVE,1130 S FIFTY-EIGHTH W AVE,0.8457067273843147
3255,920 S FIFTY-NINTH W AVE,430 S FIFTY-NINTH W AVE,0.8000052818995763
3257,921 S FIFTY-NINTH W AVE,411 S FIFTY-NINTH W AVE,0.8049957058883274
3258,921 S FIFTY-NINTH W AVE,411 S FIFTY-NINTH W AVE,0.8049957058883274
3259,921 S FIFTY-NINTH W AVE,431 S FIFTY-NINTH W AVE,0.8008723751022261
3261,923 NORTH ROCKFORD AVENUE,719 NORTH ROCKFORD AVENUE,0.8155128658828216
3263,923 S FIFTY-NINTH W AVE,823 S FIFTY-NINTH W AVE,0.880467017961983
3264,923 S FIFTY-NINTH W AVE,423 S FIFTY-NINTH W AVE,0.877617759165916
3265,923 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.806316746334682
3266,923 S FIFTY-NINTH W AVE,813 S FIFTY-NINTH W AVE,0.806316746334682
3403,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.9432077285140111
3404,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.9042881537291065
3405,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8936671320473254
3406,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8729348782577139
3407,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8708170463406353
3408,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8570136662861504
3409,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8376652911221812
3410,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.834453642030619
3411,"BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8340135967557912
3413,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.9432077285140111
3414,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE",0.8914856160278205
3415,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8893227780678933
3416,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 320, TULSA IA AIR NATIONAL GUARD BASE",0.8867464581170987
3417,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8763314667019553
3418,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 5, TULSA IA AIR NATIONAL GUARD BASE",0.8403890175972037
3419,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 415, TULSA IA AIR NATIONAL GUARD BASE",0.8214159689332153
3420,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 316, TULSA IA AIR NATIONAL GUARD BASE",0.8182666205259472
3421,"BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 406, TULSA IA AIR NATIONAL GUARD BASE",0.8178351114021627
3423,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 220, TULSA IA AIR NATIONAL GUARD BASE",0.8914856160278205
3424,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 224, TULSA IA AIR NATIONAL GUARD BASE",0.8887170771588797
3425,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 25, TULSA IA AIR NATIONAL GUARD BASE",0.8757346139291841
3426,"BUILDING 222, TULSA IA AIR NATIONAL GUARD BASE","BUILDING 20, TULSA IA AIR NATIONAL GUARD BASE",0.8729348782577139
