,left_side,right_side,similairity
5027,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5028,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5029,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5030,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5031,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5032,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5033,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5034,COMMERCIAL BUILDING ,COMMERCIAL BUILDING,0.9658629168743861
5066,"EDWARD O'ROURKE, JR. HOME","EDWARD O'ROURKE, SR. HOME",0.8354589052004674
5068,"EDWARD O'ROURKE, SR. HOME","EDWARD O'ROURKE, JR. HOME",0.8354589052004674
5086,FIRE STATION #12,FIRE STATION #2,0.8076911312070453
5087,FIRE STATION #12,FIRE STATION #5,0.8024844111446968
5089,FIRE STATION #2,FIRE STATION #5,0.8632523750288438
5090,FIRE STATION #2,FIRE STATION #12,0.8076911312070453
5092,FIRE STATION #5,FIRE STATION #2,0.8632523750288438
5093,FIRE STATION #5,FIRE STATION #12,0.8024844111446968
5229,MORRIS HOUSE,NORRIS HOUSE,0.894359118340862
6690,NORRIS HOUSE,MORRIS HOUSE,0.894359118340862
6720,PARR/PIPPINS HOME,PIPPINS HOME,0.8251716006618642
6727,PHILIPS 66,PHILLIPS 66,0.8436992266871208
6730,PHILLIPS 66,PHILIPS 66,0.8436992266871208
6735,PIPPINS HOME,PARR/PIPPINS HOME,0.8251716006618642
6743,PROPERTY 1,PROPERTY 3,0.837818315818773
6746,PROPERTY 3,PROPERTY 1,0.837818315818773
